day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailyTotalRevenueUSD,dailySupplySideRevenueUSD,dailyLPFeeROIAverage,token0BalancePostion,token1BalancePostion,token0PriceUSD,token1PriceUSD,positionValueETH,dailyLPFeeROIPosition
18959,540150,1638066800,39.89270959068438,0.0,0,0,0.0,0.25117019592381934,0.7450206840401634,4037.0628194533456,0.0,1.0,0.0
18960,585148,1638186508,64.05549617759795,0.0,0,0,0.0,0.35159552550737283,0.645156136608153,4304.337029183585,0.0,1.0006989441590106,0.0
18964,712501,1638540571,72.75997171869733,0.0,0,0,0.0,0.45207107779927785,0.5453415064736775,4581.395621077531,0.0,1.0012980919274062,0.0
18966,802611,1638703653,79.1649389316637,0.0,0,0,0.0,0.5525968779159128,0.4455767686855626,4192.699062217764,0.0,1.00179729320599,0.0
18967,868620,1638823459,77.2421531486457,0.0,0,0,0.0,0.6028786287607912,0.39571310162755474,4201.0535056349845,0.0,1.0020093669576557,0.0
18968,902386,1638910143,2791.4620474961353,0.0,0,0,0.0,1.002802866208189,0.0,4286.594752291096,0.0,1.002802866208189,0.0
18969,917256,1638947374,2813.115289930509,0.0,0,0,0.0,0.39177971829292213,0.6052242958762106,4346.560216311362,0.0,1.0009505872349052,0.0
18970,970120,1639061847,2759.7839713026865,0.0,0,0,0.0,1.002802866208189,0.0,4267.399561824911,0.0,1.002802866208189,0.0
18972,1061361,1639261259,4442.728089515334,0.0,0,0,0.0,0.7135427363044127,0.2860569020627059,4038.340354773227,0.0,1.002387751402015,0.0
18973,1085398,1639323096,6204.178177524127,0.0,0,0,0.0,0.8041313773800879,0.1963830396011508,4054.906092728699,0.0,1.0026070439011368,0.0
18974,1136439,1639438907,7116.6225411444875,0.0,0,0,0.0,0.9552030593966889,0.047016242409894986,3803.471394303914,0.0,1.002791625298716,0.0
18975,1186143,1639516756,7419.952982513277,0.0,0,0,0.0,1.002802866208189,0.0,3853.7191466843065,0.0,1.002802866208189,0.0
18976,1231597,1639610688,2547.490332655082,0.0,0,0,0.0,0.7336700228636188,0.2661258897834547,4019.0611523002162,0.0,1.002443510564793,0.0
18977,1257682,1639685970,11500.080150495622,0.0,0,0,0.0,1.002802866208189,0.0,4028.8673411270797,0.0,1.002802866208189,0.0
18978,1290041,1639770029,2524.9603465686127,0.0,0,0,0.0,0.9350536217489146,0.06692534372440409,3899.453291700284,0.0,1.0027800942707188,0.0
18979,1316824,1639825876,2500.965689005385,0.0,0,0,0.0,0.9753545119882392,0.027109131806419415,3957.8814843108685,0.0,1.0027991283424995,0.0
18980,1348934,1639916039,2494.381635838734,0.0,0,0,0.0,1.002802866208189,0.0,3931.9059394662268,0.0,1.002802866208189,0.0
