day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailyTotalRevenueUSD,dailySupplySideRevenueUSD,dailyLPFeeROIAverage,token0BalancePostion,token1BalancePostion,token0PriceUSD,token1PriceUSD,positionValueETH,dailyLPFeeROIPosition
19256,25807008,1663796510,5.03459076e-15,0.0,0,0,0.0,0.6951415171084574,0.2511701959238114,0.0,1258.64769,1.0,0.0
19271,28769535,1665094889,8.12476548e-15,88.98341267740051,0.04449170633870025148216844,0.04449170633870025148216844,5476060379616.06,0.0,1.0028028662081845,0.0,1354.12758,1.0028028662081845,0.0
19285,31382062,1666299579,1.02551152e-14,541.8071916351568,0.2709035958175783980313209,0.2709035958175783980313209,26416436142772.77,0.0,1.0028028662081845,0.0,1281.8894,1.0028028662081845,0.0
19291,32705033,1666776581,1.377752967e-14,0.0,0,0,0.0,0.0,1.0028028662081845,0.0,1530.83663,1.0028028662081845,0.0
19306,37028781,1668117235,74.2197401764533,6.613618418113847,0.003306809209056923533395025,0.003306809209056923533395025,4.455430861378885e-05,0.10889328187010308,0.8846888416862202,0.0,1320.17699,1.0027336521991732,0.0
19307,37304608,1668195910,71.49014825081392,0.5116106545577304,0.000255805327278865160613875,0.000255805327278865160613875,3.578189912005852e-06,0.4809003368994276,0.48222354066953277,0.0,1262.52419,1.0014583535265122,0.0
19308,37558473,1668273732,61.97510102357848,9.913528507855952,0.00495676425392797612794543,0.00495676425392797612794543,7.997993019877727e-05,0.5088308690928783,0.45207107779927774,0.0,1270.03913,1.0012980919274164,0.0
19310,38134847,1668464915,61.715190388443396,3.765445664840084,0.00188272283242004205017082,0.00188272283242004205017082,3.050663573376248e-05,0.37852422044868506,0.5928212729818848,0.0,1222.35354,1.0019689550446638,0.0
19311,38410943,1668554836,67.36117022831118,4.423554504054688,0.002211777252027344177832685,0.002211777252027344177832685,3.283460255412484e-05,0.15535348768391716,0.8343366506154892,0.0,1247.20297,1.0026620616513184,0.0
19312,38654538,1668633562,67.05346985621148,1.7576432901653571,0.00087882164508267854567712,0.00087882164508267854567712,1.3106281404485278e-05,0.15535348768391716,0.8343366506154892,0.0,1209.51607,1.0026620616513184,0.0
19313,38705681,1668655160,68.97852738725234,1.9465848206335081,0.0009732924103167540973287,0.0009732924103167540973287,1.4110078124060163e-05,0.2204172912237511,0.7638647266316384,0.0,1209.12786,1.002519621355807,0.0
19315,39457843,1668899387,67.9674647498186,5.175263702355626,0.002587631851177813160572285,0.002587631851177813160572285,3.807162530929505e-05,0.1460605173402703,0.8444060818613335,0.0,1224.85471,1.0026783907334442,0.0
19316,39672290,1668958422,67.6149289616715,2.4101330313493445,0.00120506651567467236206667,0.00120506651567467236206667,1.7822491780739456e-05,0.016007706397068597,0.985430993950855,0.0,1175.23223,1.002801368992655,0.0
19317,39893344,1669021650,57.093815862896335,8.862533808261826,0.00443126690413091276113681,0.00443126690413091276113681,7.761378070738951e-05,0.2204172912237511,0.7638647266316384,0.0,1116.71738,1.002519621355807,0.0
19318,40212594,1669111912,58.59593029612485,3.2757207648134257,0.00163786038240671279187011,0.00163786038240671279187011,2.7951777096625943e-05,0.5553910668024972,0.4018270222452923,0.0,1082.02681,1.0010110019691556,0.0
19319,40601439,1669222114,56.479651048153336,9.736279603621659,0.00486813980181082929120375,0.00486813980181082929120375,8.619280947150961e-05,0.9285957529101416,0.0,0.0,1158.46981,0.9973182555014,0.0
19320,40892642,1669313181,44.41776630331655,14.036464987458565,0.00701823249372928295779602,0.00701823249372928295779602,0.0001580050749468969,0.9285957529101416,0.0,0.0,1199.33544,0.9970191198538734,0.0
19322,41300968,1669447862,1.94447376e-14,1.8039433394300497,0.000901971669715024810376925,0.000901971669715024810376925,46386415094.386505,0.9285957529101416,0.0,0.0,1215.2961,0.9972185336480351,0.0
19340,46152608,1671041494,66.85673756584099,3024.2293880804227,1.5121146940402113632530738,1.5121146940402113632530738,0.022617237231342166,0.0,1.0028028662081845,1456.3923129901211,1336.86584,1.0028028662081845,0.0
19341,46486804,1671144633,1040.4075178930502,266.12142350590256,0.13306071175295126851288807,0.13306071175295126851288807,0.00012789287799689792,0.0,1.0028028662081845,0.0,1263.72354,1.0028028662081845,0.0
19342,46739655,1671230421,1020.9155133276824,1606.5356888907772,0.80326784444538861448274883,0.80326784444538861448274883,0.0007868112825782522,0.0,1.0028028662081845,0.0,1184.3032,1.0028028662081845,0.0
19343,46954113,1671306584,1062.8387216466188,149.80945078683365,0.07490472539341682053656071,0.07490472539341682053656071,7.047609751869931e-05,0.0,1.0028028662081845,0.0,1176.54032,1.0028028662081845,0.0
