timestamp,day,blockNumber,totalValueLockedUSD,dailyCRVRewardAmount,dailyCRVRewardUSD,dailyCRVRewardROI
1661382225,19228,15405683,0,,,
1661468542,19229,15411862,702048.6384045948107164059168,,,
1661557041,19230,15418280,722215.40576219739803856996,,,
1661639687,19231,15424211,720885.50509166364063918762,,,
1661662965,19232,15425880,720885.50509166364063918762,,,
1661808034,19233,15436423,721541.20260917842713408528,,,
1661898674,19234,15442986,721541.20260917842713408528,,,
1661987238,19235,15449391,721541.20260917842713408528,,,
1662073515,19236,15455639,721541.20260917842713408528,,,
1662163010,19237,15462151,721541.20260917842713408528,,,
1662239961,19238,15467659,721541.20260917842713408528,,,
1662334017,19239,15474498,721541.20260917842713408528,,,
1662421018,19240,15480714,721541.20260917842713408528,,,
1662508643,19241,15487060,721541.20260917842713408528,,,
1662574661,19242,15491861,721541.20260917842713408528,,,
1662595486,19243,15493310,721541.20260917842713408528,,,
1662742260,19244,15503820,721541.20260917842713408528,,,
1662849991,19245,15511390,721541.20260917842713408528,,,
1662898048,19246,15514740,721541.20260917842713408528,,,
1663102205,19248,15529025,212345.041321633100694356874439,,,
1663191014,19249,15535164,212345.041321633100694356874439,,,
1663280723,19250,15542041,212345.041321633100694356874439,,,
1663346339,19251,15547417,212345.041321633100694356874439,,,
1663428227,19252,15554170,212345.041321633100694356874439,,,
1663533263,19253,15562841,212345.041321633100694356874439,,,
1663619987,19254,15569989,212345.041321633100694356874439,,,
1663718351,19255,15578114,438363.5474914235919374062348756943,,,
1663791119,19256,15584042,438363.5474914235919374062348756943,,,
1663806107,19257,15585279,438363.5474914235919374062348756943,,,
1663950011,19258,15597197,438363.5474914235919374062348756943,,,
1664111519,19260,15610604,438363.5474914235919374062348756943,,,
1664218823,19261,15619487,438363.5474914235919374062348756943,,,
1664294351,19262,15625738,385376.840426760543277909642125,,,
1664394635,19263,15634038,385376.840426760543277909642125,,,
1664440415,19264,15637835,385376.840426760543277909642125,,,
1664560691,19265,15647793,385376.840426760543277909642125,,,
1664635067,19266,15653956,385376.840426760543277909642125,,,
1664836295,19268,15670622,385376.840426760543277909642125,0.0,0.0,0.0
1664915411,19269,15677161,385376.840426760543277909642125,0.0,0.0,0.0
1664979659,19270,15682461,385376.840426760543277909642125,0.0,0.0,0.0
1665055127,19271,15688716,385376.840426760543277909642125,0.0,0.0,0.0
1665169115,19272,15698144,385376.840426760543277909642125,0.0,0.0,0.0
1665194531,19273,15700256,385376.840426760543277909642125,0.0,0.0,0.0
1665415727,19275,15718597,385376.840426760543277909642125,0.0,0.0,0.0
1665471227,19276,15723204,385376.840426760543277909642125,0.0,0.0,0.0
1665700823,19278,15742230,385376.840426760543277909642125,0.0,0.0,0.0
1665757043,19279,15746892,385376.840426760543277909642125,0.0,0.0,0.0
1665980843,19282,15765444,385376.840426760543277909642125,0.0,0.0,0.0
1666237931,19285,15786739,385376.840426760543277909642125,0.0,0.0,0.0
1666497611,19288,15808280,400763.5930954292272421411793319532,0.0,0.0,0.0
1666808819,19291,15834034,400763.5930954292272421411793319532,0.0,0.0,0.0
1666885631,19292,15840398,400763.5930954292272421411793319532,7.596859498793488e+20,708.1177079155887,0.001766921247626834
1666996379,19293,15849566,662855.3109474639974868389041906384,7.596859498793488e+20,715.7350789350289,0.0010797757325229549
1667041871,19294,15853331,970321.4464541106241421949759144384,7.596859498793488e+20,733.3400411375329,0.0007557702077156085
1667101943,19295,15858308,970321.4464541106241421949759144384,7.596859498793488e+20,705.15037459536,0.000726718323265164
1667236295,19296,15869450,3741020.830303103044612383402246297,7.596859498793488e+20,667.2162163740845,0.00017835137697429652
1667332067,19297,15877364,3731885.868076965571673829943671297,7.596859498793488e+20,670.8953754293502,0.00017977381922857716
1667426435,19298,15885177,3731885.868076965571673829943671297,7.596859498793488e+20,681.03414411644,0.00018249061418037837
1667515211,19299,15892530,4419842.749620859662510319252143,7.522709721043124e+20,691.8041836375398,0.00015652235222551387
1667551727,19300,15895556,5319922.794252762463848392335705,7.522709721043124e+20,737.5986790643899,0.00013864838036018777
1667691659,19301,15907158,5504767.571291878585809182377393,7.522709721043124e+20,754.0049566950129,0.00013697307777847925
1667776367,19302,15914186,5233671.857558618614702051542613,7.522709721043124e+20,737.5986790643899,0.00014093330631708
1667949395,19304,15928537,5225254.221074538150262586360817,7.522709721043124e+20,664.480197388767,0.00012716705623791086
1668031439,19305,15935322,5225254.221074538150262586360817,7.522709721043124e+20,664.480197388767,0.00012716705623791086
1668111095,19306,15941921,5225254.221074538150262586360817,7.522709721043124e+20,664.480197388767,0.00012716705623791086
1668206531,19307,15949824,4594758.726290937944327608907748,7.497897790773827e+20,485.7610556424103,0.00010572068841458732
1668296375,19308,15957277,2090137.098342486015300062495084,7.497897790773827e+20,465.03761593849055,0.00022249144149791574
1668382655,19309,15964440,2131080.53561490601709733295854,7.497897790773827e+20,471.45206749849757,0.00022122677187442095
1668453587,19310,15970325,2131080.53561490601709733295854,7.497897790773827e+20,456.60548008298633,0.000214260077201276
1668545927,19311,15977966,2341740.46570828498338051948613,7.497897790773827e+20,469.382647708244,0.00020044178873864833
1668635051,19312,15985342,2077991.335882057159392767143554,7.497897790773827e+20,445.9112284640056,0.00021458762640833007
1668707903,19313,15991385,2077991.335882057159392767143554,7.381329519156109e+20,399.9964610419253,0.00019249188104633575
1668747023,19314,15994619,2077991.335882057159392767143554,7.381329519156109e+20,409.01644571433405,0.00019683260399192974
1668864323,19315,16004345,2077991.335882057159392767143554,7.381329519156109e+20,403.12835915690323,0.00019399905677940904
1668976727,19316,16013665,2133327.227702473717707300456582,7.381329519156109e+20,391.2931354058883,0.00018341918216986273
1669059263,19317,16020507,2219731.558493329485255982933054,7.381329519156109e+20,373.8141471045266,0.00016840511442665508
1669143407,19318,16027470,2219731.558493329485255982933054,7.381329519156109e+20,373.8141471045266,0.00016840511442665508
1669245131,19319,16035881,2219731.558493329485255982933054,7.381329519156109e+20,475.87136156818667,0.00021438239220745696
1669333187,19320,16043181,2219731.558493329485255982933054,7.368861521881668e+20,506.8700873272393,0.00022834747084070096
1669376951,19321,16046806,2945572.9606478217403956637576,7.368861521881668e+20,498.8247643176489,0.00016934727843507296
1669478987,19322,16055261,3310963.54029157479048351354808,7.368861521881668e+20,547.6029431617446,0.0001653908104084773
1669588643,19323,16064347,3310963.54029157479048351354808,7.368861521881668e+20,523.4559208406905,0.0001580977605070798
1669676519,19324,16071641,3310963.54029157479048351354808,7.368861521881668e+20,523.4559208406905,0.0001580977605070798
1669744751,19325,16077292,3310963.54029157479048351354808,7.368861521881668e+20,491.6445456507274,0.0001484898699933831
1669829867,19326,16084339,3547092.043129296972116380950836,7.368861521881668e+20,505.70507032062983,0.00014256891678358856
1669923239,19327,16092070,3263094.577794509066123699983154,7.09392371109668e+20,471.22310461042144,0.00014440988251370764
1670020895,19328,16100172,3263094.577794509066123699983154,7.09392371109668e+20,471.22310461042144,0.00014440988251370764
1670098811,19329,16106629,3347502.778475472573363393311388,7.09392371109668e+20,464.53282515848616,0.00013876995954878482
1670197259,19330,16114786,3347502.778475472573363393311388,7.09392371109668e+20,470.657718890647,0.00014059964995906442
1670265971,19331,16120463,3527038.609587786374617397508762,7.09392371109668e+20,477.0543099009429,0.00013525633334552506
1670346635,19332,16127157,3527038.609587786374617397508762,7.09392371109668e+20,482.62020244466936,0.00013683439731357927
1670429363,19333,16133923,3804284.448649412170764822861042,7.09392371109668e+20,485.9132018313604,0.00012772788375587114
1670535287,19334,16142709,3804284.448649412170764822861042,7.09392371109668e+20,485.9132018313604,0.00012772788375587114
1670561159,19335,16144855,3750762.341803116244947222284895,7.083876187729917e+20,467.974320326195,0.00012476778790021235
1670670419,19336,16153898,3459966.86513775960860319129124,7.083876187729917e+20,457.06019228375953,0.00013209958652756103
1670795207,19337,16164243,3440744.450957564274453435440774,7.083876187729917e+20,453.59971876605346,0.00013183185360941759
1670839295,19338,16167899,3440744.450957564274453435440774,7.083876187729917e+20,448.59283507656596,0.00013037667907935503
1670939483,19339,16176192,2700424.461105712576974851992384,7.083876187729917e+20,432.55848132563926,0.0001601816631258496
1671054851,19340,16185750,2696398.08758600229115840679844,7.083876187729917e+20,432.55848132563926,0.00016042085303245962
1671147575,19341,16193431,2696398.08758600229115840679844,7.083876187729917e+20,432.55848132563926,0.00016042085303245962
1671231167,19342,16200359,2696398.08758600229115840679844,7.015129672568723e+20,430.9815065639321,0.00015983600809840948
1671317183,19343,16207489,2696398.08758600229115840679844,7.015129672568723e+20,430.9815065639321,0.00015983600809840948
1671405539,19344,16214815,2696398.08758600229115840679844,7.015129672568723e+20,385.47295735204426,0.00014295847453932355
1671454691,19345,16218889,2696398.08758600229115840679844,7.015129672568723e+20,385.47295735204426,0.00014295847453932355
1671499415,19346,16222597,2696398.08758600229115840679844,7.015129672568723e+20,385.47295735204426,0.00014295847453932355
1671654947,19347,16235502,2358193.87922189811758939624884,7.015129672568723e+20,368.9544315120467,0.00015645636042180963
1671743363,19348,16242839,2358193.87922189811758939624884,6.994646298780402e+20,355.7582027254194,0.0001508604554782426
1671837419,19349,16250657,2238370.611642538062839756418364,6.994646298780402e+20,366.2620630722979,0.00016362887413158593
1671872711,19350,16253583,2238370.611642538062839756418364,6.994646298780402e+20,366.2620630722979,0.00016362887413158593
1672011503,19351,16265097,2238370.611642538062839756418364,6.994646298780402e+20,362.69059667214066,0.00016203330886568188
1672024151,19352,16266146,2238370.611642538062839756418364,6.994646298780402e+20,362.69059667214066,0.00016203330886568188
1672182575,19353,16279272,2238370.611642538062839756418364,6.994646298780402e+20,368.0596871710845,0.0001644319690656583
